"dispnum","dispnum4","ccode","stabb","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
2962,-9,2,"USA",25,4,1977,28,4,1977,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2962,-9,40,"CUB",25,4,1977,28,4,1977,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2963,-9,731,"PRK",10,11,1977,12,11,1977,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2963,-9,740,"JPN",10,11,1977,12,11,1977,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2964,-9,365,"RUS",7,9,1977,7,9,1977,1,0,0,-9,0,0,7,3,1,"gml-2.1"
2964,-9,740,"JPN",7,9,1977,7,9,1977,0,0,0,-9,0,0,7,3,1,"gml-2.1"
2965,-9,325,"ITA",30,7,1978,30,7,1978,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2965,-9,620,"LIB",30,7,1978,30,7,1978,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2967,-9,2,"USA",14,11,1979,15,11,1979,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2967,-9,135,"PER",14,11,1979,15,11,1979,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2968,-9,2,"USA",26,8,1979,31,8,1979,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2968,-9,20,"CAN",26,8,1979,31,8,1979,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2969,-9,40,"CUB",13,7,1980,13,7,1980,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2969,-9,600,"MOR",13,7,1980,13,7,1980,1,1,2,-9,0,0,16,4,1,"gml-2.1"
2971,-9,2,"USA",14,8,1981,8,1,1982,1,1,2,-9,0,0,7,3,1,"gml-2.1"
2971,-9,731,"PRK",14,8,1981,8,1,1982,0,0,0,-9,0,0,16,4,1,"gml-2.1"
2972,-9,2,"USA",17,7,1981,30,7,1981,0,1,2,-9,0,0,7,3,1,"gml-2.1"
2972,-9,40,"CUB",17,7,1981,30,7,1981,1,0,0,-9,0,0,7,3,1,"gml-2.1"
2973,-9,365,"RUS",1,10,1983,-9,10,1983,1,0,0,-9,0,0,12,3,1,"gml-2.1"
2973,-9,380,"SWD",1,10,1983,-9,10,1983,0,1,2,-9,0,0,16,4,1,"gml-2.1"
2974,-9,731,"PRK",24,4,1982,16,7,1982,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2974,-9,740,"JPN",24,4,1982,16,7,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2975,-9,710,"CHN",2,3,1982,3,3,1982,1,0,0,-9,0,0,7,3,1,"gml-2.1"
2975,-9,816,"DRV",2,3,1982,3,3,1982,0,0,0,-9,0,0,16,4,1,"gml-2.1"
2976,-9,365,"RUS",3,4,1982,3,4,1982,1,0,0,-9,0,0,7,3,1,"gml-2.1"
2976,-9,740,"JPN",3,4,1982,3,4,1982,0,1,2,-9,0,0,7,3,1,"gml-2.1"
2977,-9,2,"USA",9,3,1982,8,6,1982,1,1,3,-9,0,0,7,3,1,"gml-2.1"
2977,-9,93,"NIC",9,3,1982,8,6,1982,0,0,0,-9,0,0,16,4,1,"gml-2.1"
2981,-9,2,"USA",19,4,1983,19,4,1983,1,1,2,-9,0,0,7,3,1,"gml-2.1"
2981,-9,40,"CUB",19,4,1983,19,4,1983,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2982,-9,2,"USA",16,12,1982,16,12,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2982,-9,365,"RUS",16,12,1982,16,12,1982,1,0,0,-9,0,0,7,3,1,"gml-2.1"
2984,-9,200,"UKG",9,9,1953,9,9,1953,0,0,0,-9,1,7,0,1,1,"gml-2.1"
2984,-9,710,"CHN",9,9,1953,9,9,1953,1,0,0,-9,0,0,16,4,1,"gml-2.1"
2986,-9,710,"CHN",27,1,1956,6,5,1957,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
2986,-9,713,"TAW",27,1,1956,6,5,1957,1,1,2,-9,0,0,17,4,1,"gml-2.1"
2987,-9,710,"CHN",27,8,1954,27,11,1955,1,0,0,-9,-9,-9,17,4,1,"gml-2.1"
2987,-9,713,"TAW",27,8,1954,27,11,1955,0,1,2,-9,-9,-9,17,4,1,"gml-2.1"
2988,-9,200,"UKG",24,5,1953,8,11,1953,0,0,0,-9,1,7,7,3,1,"gml-2.1"
2988,-9,713,"TAW",24,5,1953,8,11,1953,1,1,2,-9,0,0,16,4,1,"gml-2.1"
2989,-9,200,"UKG",25,9,1952,25,9,1952,0,0,0,-9,0,0,17,4,1,"gml-2.1"
2989,-9,710,"CHN",25,9,1952,25,9,1952,1,0,0,-9,0,0,17,4,1,"gml-2.1"
2991,-9,200,"UKG",13,2,1951,8,6,1951,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2991,-9,710,"CHN",13,2,1951,8,6,1951,1,0,0,-9,0,0,16,4,1,"gml-2.1"
2992,-9,200,"UKG",13,3,1951,22,5,1951,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2992,-9,713,"TAW",13,3,1951,22,5,1951,1,1,2,-9,0,0,15,4,1,"gml-2.1"
2995,-9,365,"RUS",10,3,1934,30,3,1934,0,1,2,-9,0,0,0,1,1,"gml-2.1"
2995,-9,740,"JPN",10,3,1934,30,3,1934,1,0,0,-9,0,0,15,4,1,"gml-2.1"
2996,-9,640,"TUR",7,6,1959,3,8,1959,1,1,2,-9,0,0,12,3,1,"gml-2.1"
2996,-9,651,"EGY",7,6,1959,3,8,1959,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2997,-9,645,"IRQ",27,9,1959,27,9,1959,0,1,2,-9,0,0,0,1,1,"gml-2.1"
2997,-9,651,"EGY",27,9,1959,27,9,1959,1,0,0,-9,0,0,7,3,1,"gml-2.1"
2998,-9,645,"IRQ",10,3,1959,15,3,1959,1,1,2,-9,0,0,16,4,1,"gml-2.1"
2998,-9,651,"EGY",10,3,1959,15,3,1959,0,0,0,-9,0,0,0,1,1,"gml-2.1"
2999,-9,651,"EGY",14,12,1959,14,12,1959,1,0,0,-9,0,0,17,4,1,"gml-2.1"
2999,-9,663,"JOR",14,12,1959,14,12,1959,0,0,0,-9,0,0,17,4,1,"gml-2.1"
3000,-9,530,"ETH",27,2,1979,27,8,1979,1,1,2,-9,0,0,14,4,1,"gml-2.1"
3000,-9,625,"SUD",27,2,1979,27,8,1979,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3001,-9,620,"LIB",-9,2,1979,14,5,1979,0,1,4,-9,0,0,7,3,1,"gml-2.1"
3001,-9,651,"EGY",-9,2,1979,14,5,1979,1,0,0,-9,0,0,8,3,1,"gml-2.1"
3002,-9,540,"ANG",26,2,1979,26,2,1979,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3002,-9,552,"ZIM",26,2,1979,26,2,1979,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3003,-9,800,"THI",13,12,1978,24,1,1979,0,0,0,-9,1,2,17,4,1,"gml-2.1"
3003,-9,812,"LAO",13,12,1978,24,1,1979,1,0,0,-9,0,0,17,4,1,"gml-2.1"
3004,-9,552,"ZIM",16,10,1978,8,8,1979,1,1,2,-9,-9,-9,17,4,1,"gml-2.1"
3004,-9,571,"BOT",16,10,1978,8,8,1979,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3005,-9,551,"ZAM",23,8,1978,26,8,1978,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3005,-9,560,"SAF",23,8,1978,26,8,1978,0,1,2,-9,0,0,16,4,1,"gml-2.1"
3007,-9,365,"RUS",20,2,1979,20,2,1979,0,0,0,-9,0,0,8,3,0,"gml-2.1"
3007,-9,710,"CHN",-9,2,1978,15,3,1979,1,1,2,-9,6,-9,20,5,1,"gml-2.1"
3007,-9,816,"DRV",-9,2,1978,15,3,1979,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
3009,-9,145,"BOL",16,3,1978,16,3,1978,1,1,1,-9,0,0,7,3,1,"gml-2.1"
3009,-9,155,"CHL",16,3,1978,16,3,1978,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3010,-9,501,"KEN",15,2,1978,17,2,1978,1,1,2,-9,0,0,15,4,1,"gml-2.1"
3010,-9,651,"EGY",15,2,1978,17,2,1978,0,0,0,-9,0,0,15,4,1,"gml-2.1"
3011,-9,490,"DRC",20,3,1978,20,3,1978,1,1,2,-9,0,0,17,4,1,"gml-2.1"
3011,-9,540,"ANG",20,3,1978,20,3,1978,0,0,0,-9,0,0,17,4,1,"gml-2.1"
3013,-9,93,"NIC",13,10,1977,14,10,1977,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3013,-9,94,"COS",13,10,1977,14,10,1977,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3014,-9,616,"TUN",20,5,1977,27,5,1977,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3014,-9,620,"LIB",20,5,1977,27,5,1977,1,1,1,-9,0,0,7,3,1,"gml-2.1"
3015,-9,552,"ZIM",27,2,1978,27,2,1978,1,1,2,-9,0,0,17,4,1,"gml-2.1"
3015,-9,571,"BOT",27,2,1978,27,2,1978,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
3016,-9,220,"FRN",27,1,1980,30,1,1980,1,0,0,-9,0,0,7,3,1,"gml-2.1"
3016,-9,620,"LIB",27,1,1980,30,1,1980,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3017,-9,365,"RUS",3,1,1980,1,3,1980,1,1,2,-9,0,0,11,3,1,"gml-2.1"
3017,-9,630,"IRN",3,1,1980,1,3,1980,0,0,0,-9,0,0,11,3,1,"gml-2.1"
3018,-9,135,"PER",-9,8,1977,-9,8,1977,1,0,0,-9,0,0,7,3,1,"gml-2.1"
3018,-9,155,"CHL",-9,8,1977,-9,8,1977,0,0,0,-9,0,0,11,3,1,"gml-2.1"
3020,-9,2,"USA",4,11,1979,20,1,1981,0,0,0,-9,0,0,16,4,1,"gml-2.1"
3020,-9,630,"IRN",4,11,1979,20,1,1981,1,1,2,-9,0,0,15,4,1,"gml-2.1"
3021,-9,2,"USA",27,7,1979,9,8,1979,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3021,-9,620,"LIB",27,7,1979,9,8,1979,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3022,-9,820,"MAL",10,11,1979,11,11,1979,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3022,-9,840,"PHI",10,11,1979,11,11,1979,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3024,-9,600,"MOR",10,6,1979,7,10,1979,0,1,2,-9,3,-9,17,4,1,"gml-2.1"
3024,-9,615,"ALG",10,6,1979,7,10,1979,1,1,2,-9,3,-9,17,4,1,"gml-2.1"
3025,-9,630,"IRN",-9,2,1979,23,6,1979,1,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3025,-9,700,"AFG",-9,2,1979,23,6,1979,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3026,-9,710,"CHN",2,3,1979,16,3,1979,1,1,4,-9,0,0,15,4,1,"gml-2.1"
3026,-9,812,"LAO",2,3,1979,16,3,1979,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3027,-9,775,"MYA",12,3,1984,12,3,1984,1,1,2,-9,0,0,17,4,1,"gml-2.1"
3027,-9,800,"THI",12,3,1984,12,3,1984,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
3029,-9,645,"IRQ",19,2,1985,19,2,1985,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3029,-9,690,"KUW",19,2,1985,19,2,1985,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3030,-9,560,"SAF",14,6,1985,14,6,1985,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3030,-9,571,"BOT",14,6,1985,14,6,1985,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3031,-9,560,"SAF",25,8,1984,25,10,1984,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3031,-9,571,"BOT",25,8,1984,25,10,1984,0,0,0,-9,0,0,16,4,1,"gml-2.1"
3033,-9,645,"IRQ",8,1,1985,8,1,1985,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3033,-9,732,"ROK",8,1,1985,8,1,1985,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3034,-9,230,"SPN",26,12,1984,26,12,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3034,-9,630,"IRN",26,12,1984,26,12,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3035,-9,630,"IRN",25,12,1984,25,12,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3035,-9,750,"IND",25,12,1984,25,12,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3036,-9,385,"NOR",21,12,1984,21,12,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3036,-9,645,"IRQ",21,12,1984,21,12,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3037,-9,750,"IND",-9,11,1984,29,1,1985,0,1,2,-9,0,0,15,4,1,"gml-2.1"
3037,-9,780,"SRI",-9,11,1984,29,1,1985,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3038,-9,31,"BHM",9,12,1984,9,12,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3038,-9,645,"IRQ",9,12,1984,9,12,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3040,-9,260,"GFR",12,9,1984,12,9,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3040,-9,630,"IRN",12,9,1984,12,9,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3041,-9,220,"FRN",21,8,1984,21,8,1984,1,1,2,-9,0,0,15,4,1,"gml-2.1"
3041,-9,620,"LIB",21,8,1984,21,8,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3042,-9,200,"UKG",10,7,1984,10,7,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3042,-9,630,"IRN",10,7,1984,10,7,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3043,-9,352,"CYP",1,7,1984,17,4,1985,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3043,-9,645,"IRQ",1,7,1984,17,4,1985,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3044,-9,600,"MOR",15,6,1984,15,6,1984,1,0,0,-9,1,-9,17,4,1,"gml-2.1"
3044,-9,615,"ALG",15,6,1984,15,6,1984,0,0,0,-9,0,0,17,4,1,"gml-2.1"
3045,-9,640,"TUR",3,6,1984,3,6,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3045,-9,645,"IRQ",3,6,1984,3,6,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3046,-9,200,"UKG",8,10,1984,8,10,1984,0,NA,-9,-9,1,2,0,1,0,"gml-2.1"
3046,-9,450,"LBR",16,2,1984,16,7,1985,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3046,-9,645,"IRQ",16,2,1984,16,7,1985,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3048,-9,630,"IRN",16,5,1984,5,6,1984,1,1,2,-9,0,0,17,4,1,"gml-2.1"
3048,-9,670,"SAU",16,5,1984,5,6,1984,0,0,0,-9,0,0,17,4,1,"gml-2.1"
3049,-9,95,"PAN",18,4,1984,27,8,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3049,-9,645,"IRQ",18,4,1984,27,8,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3050,-9,850,"INS",27,3,1984,29,10,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3050,-9,910,"PNG",27,3,1984,29,10,1984,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3051,-9,530,"ETH",3,3,1984,9,4,1984,0,NA,-9,-9,0,0,0,1,1,"gml-2.1"
3051,-9,2,"USA",19,3,1984,9,4,1984,1,0,0,-9,0,0,7,3,0,"gml-2.1"
3051,-9,620,"LIB",3,3,1984,9,4,1984,0,1,3,-9,0,0,16,4,1,"gml-2.1"
3051,-9,625,"SUD",3,3,1984,9,4,1984,1,0,0,-9,0,0,0,1,1,"gml-2.1"
3051,-9,651,"EGY",8,3,1984,9,4,1984,1,0,0,-9,0,0,8,3,0,"gml-2.1"
3052,-9,200,"UKG",1,3,1984,1,3,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3052,-9,645,"IRQ",1,3,1984,1,3,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3053,-9,645,"IRQ",1,3,1984,2,3,1984,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3053,-9,750,"IND",1,3,1984,2,3,1984,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3054,-9,670,"SAU",28,12,1983,16,1,1984,1,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3054,-9,680,"YPR",28,12,1983,16,1,1984,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3055,-9,750,"IND",9,12,1983,10,6,1984,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
3055,-9,771,"BNG",9,12,1983,10,6,1984,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
3056,-9,530,"ETH",20,11,1983,20,11,1983,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3056,-9,625,"SUD",20,11,1983,20,11,1983,0,0,0,-9,0,0,8,3,1,"gml-2.1"
3057,-9,350,"GRC",31,10,1983,4,2,1985,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3057,-9,645,"IRQ",31,10,1983,4,2,1985,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3058,-9,2,"USA",21,10,1983,15,12,1983,1,1,3,-9,1,-9,14,4,1,"gml-2.1"
3058,-9,40,"CUB",25,10,1983,15,12,1983,0,0,0,-9,2,-9,0,1,0,"gml-2.1"
3058,-9,51,"JAM",25,10,1983,1,11,1983,1,0,0,-9,0,0,17,4,0,"gml-2.1"
3058,-9,53,"BAR",25,10,1983,1,11,1983,1,0,0,-9,0,0,17,4,0,"gml-2.1"
3058,-9,54,"DMA",25,10,1983,1,11,1983,1,0,0,-9,0,0,17,4,0,"gml-2.1"
3058,-9,55,"GRN",21,10,1983,15,12,1983,0,0,0,-9,3,-9,17,4,1,"gml-2.1"
3058,-9,56,"SLU",25,10,1983,1,11,1983,1,0,0,-9,0,0,17,4,0,"gml-2.1"
3058,-9,57,"SVG",25,10,1983,1,11,1983,1,0,0,-9,0,0,17,4,0,"gml-2.1"
3058,-9,58,"AAB",25,10,1983,1,11,1983,1,0,0,-9,0,0,17,4,0,"gml-2.1"
3059,-9,630,"IRN",9,10,1983,10,10,1983,1,0,0,-9,0,0,7,3,1,"gml-2.1"
3059,-9,700,"AFG",9,10,1983,10,10,1983,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3060,-9,490,"DRC",-9,6,1984,12,6,1984,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3060,-9,551,"ZAM",-9,6,1984,12,6,1984,1,1,2,-9,-9,-9,17,4,1,"gml-2.1"
3062,-9,2,"USA",29,8,1983,1,4,1984,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
3062,-9,652,"SYR",29,8,1983,1,4,1984,1,1,2,-9,-9,-9,17,4,1,"gml-2.1"
3063,-9,365,"RUS",1,9,1983,1,9,1983,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3063,-9,732,"ROK",1,9,1983,1,9,1983,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3064,-9,160,"ARG",3,8,1983,7,8,1983,1,1,1,-9,0,0,7,3,1,"gml-2.1"
3064,-9,200,"UKG",3,8,1983,7,8,1983,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3065,-9,2,"USA",1,8,1983,10,8,1983,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3065,-9,620,"LIB",1,8,1983,10,8,1983,0,1,2,-9,0,0,7,3,1,"gml-2.1"
3065,-9,625,"SUD",10,8,1983,10,8,1983,1,0,0,-9,0,0,7,3,0,"gml-2.1"
3066,-9,475,"NIG",18,4,1983,11,7,1983,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
3066,-9,483,"CHA",18,4,1983,11,7,1983,1,0,0,-9,4,-9,17,4,1,"gml-2.1"
3067,-9,365,"RUS",27,4,1983,3,5,1983,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3067,-9,385,"NOR",27,4,1983,3,5,1983,0,1,2,-9,0,0,16,4,1,"gml-2.1"
3068,-9,140,"BRA",16,4,1983,14,6,1983,1,1,2,-9,0,0,15,4,1,"gml-2.1"
3068,-9,620,"LIB",16,4,1983,14,6,1983,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3070,-9,541,"MZM",13,4,1983,17,10,1983,1,1,2,-9,1,-9,15,4,1,"gml-2.1"
3070,-9,560,"SAF",13,4,1983,17,10,1983,0,1,2,-9,0,0,16,4,1,"gml-2.1"
3071,-9,2,"USA",26,7,1983,20,5,1984,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3071,-9,630,"IRN",26,7,1983,20,5,1984,0,1,2,-9,0,0,7,3,1,"gml-2.1"
3072,-9,2,"USA",17,2,1983,20,2,1983,0,0,0,-9,0,0,7,3,0,"gml-2.1"
3072,-9,620,"LIB",16,2,1983,20,2,1983,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3072,-9,625,"SUD",16,2,1983,20,2,1983,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3072,-9,651,"EGY",18,2,1983,20,2,1983,0,0,0,-9,0,0,7,3,0,"gml-2.1"
3073,-9,560,"SAF",9,12,1982,26,3,1983,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
3073,-9,570,"LES",9,12,1982,26,3,1983,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
3074,-9,775,"MYA",-9,11,1982,13,1,1983,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3074,-9,800,"THI",-9,11,1982,13,1,1983,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3075,-9,775,"MYA",30,1,1983,31,1,1983,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3075,-9,800,"THI",30,1,1983,31,1,1983,0,1,2,-9,0,0,11,3,1,"gml-2.1"
3076,-9,452,"GHA",-9,9,1982,29,10,1982,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3076,-9,461,"TOG",-9,9,1982,29,10,1982,0,0,0,-9,0,0,16,4,1,"gml-2.1"
3078,-9,645,"IRQ",9,8,1982,9,8,1982,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3078,-9,732,"ROK",9,8,1982,9,8,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3079,-9,350,"GRC",9,8,1982,9,8,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3079,-9,645,"IRQ",9,8,1982,9,8,1982,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3082,-9,800,"THI",26,4,1982,17,6,1982,0,0,0,-9,-9,-9,0,1,1,"gml-2.1"
3082,-9,812,"LAO",26,4,1982,17,6,1982,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3083,-9,850,"INS",14,5,1982,26,6,1982,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3083,-9,910,"PNG",14,5,1982,26,6,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3085,-9,101,"VEN",1,5,1982,5,9,1982,1,1,1,-9,0,0,17,4,1,"gml-2.1"
3085,-9,110,"GUY",1,5,1982,5,9,1982,0,0,0,-9,0,0,17,4,1,"gml-2.1"
3086,-9,645,"IRQ",12,4,1982,13,4,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3086,-9,652,"SYR",12,4,1982,13,4,1982,1,1,2,-9,0,0,7,3,1,"gml-2.1"
3088,-9,2,"USA",4,3,1982,4,3,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3088,-9,620,"LIB",4,3,1982,4,3,1982,1,1,2,-9,0,0,4,2,1,"gml-2.1"
3089,-9,325,"ITA",24,2,1982,24,2,1982,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3089,-9,365,"RUS",24,2,1982,24,2,1982,1,1,4,-9,0,0,7,3,1,"gml-2.1"
3090,-9,490,"DRC",28,2,1982,17,9,1982,1,1,1,-9,1,-9,17,4,1,"gml-2.1"
3090,-9,551,"ZAM",28,2,1982,17,9,1982,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
3092,-9,666,"ISR",9,11,1981,9,11,1981,1,0,0,-9,0,0,7,3,1,"gml-2.1"
3092,-9,670,"SAU",9,11,1981,9,11,1981,0,0,0,-9,0,0,7,3,1,"gml-2.1"
3093,-9,365,"RUS",27,10,1981,6,11,1981,1,1,4,-9,0,0,7,3,1,"gml-2.1"
3093,-9,380,"SWD",27,10,1981,6,11,1981,0,0,0,-9,1,-9,15,4,1,"gml-2.1"
3095,-9,630,"IRN",13,6,1981,1,10,1981,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3095,-9,690,"KUW",13,6,1981,1,10,1981,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3096,-9,750,"IND",24,9,1981,24,9,1981,1,0,0,-9,1,-9,16,4,1,"gml-2.1"
3096,-9,771,"BNG",24,9,1981,24,9,1981,0,0,0,-9,1,-9,0,1,1,"gml-2.1"
3097,-9,630,"IRN",17,9,1981,17,9,1981,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3097,-9,640,"TUR",17,9,1981,17,9,1981,0,1,2,-9,1,-9,0,1,1,"gml-2.1"
3098,-9,620,"LIB",10,9,1981,6,12,1981,1,1,3,-9,-9,-9,7,3,1,"gml-2.1"
3098,-9,625,"SUD",10,9,1981,6,12,1981,0,0,0,-9,-9,-9,16,4,1,"gml-2.1"
3099,-9,2,"USA",13,8,1981,21,8,1981,0,1,2,-9,0,0,17,4,1,"gml-2.1"
3099,-9,620,"LIB",13,8,1981,21,8,1981,1,0,0,-9,0,0,17,4,1,"gml-2.1"
3100,-9,390,"DEN",12,8,1981,12,8,1981,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3100,-9,630,"IRN",12,8,1981,12,8,1981,1,1,2,-9,0,0,15,4,1,"gml-2.1"
3101,-9,220,"FRN",7,6,1981,7,6,1981,0,NA,-9,-9,0,0,0,1,1,"gml-2.1"
3101,-9,645,"IRQ",7,6,1981,7,6,1981,0,0,0,-9,1,10,0,1,1,"gml-2.1"
3101,-9,666,"ISR",7,6,1981,7,6,1981,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3102,-9,710,"CHN",7,5,1981,18,5,1981,0,1,2,-9,3,-9,17,4,1,"gml-2.1"
3102,-9,816,"DRV",7,5,1981,18,5,1981,1,0,0,-9,3,-9,17,4,1,"gml-2.1"
3104,-9,471,"CAO",15,5,1981,22,7,1981,1,0,0,-9,0,0,16,4,1,"gml-2.1"
3104,-9,475,"NIG",15,5,1981,22,7,1981,0,0,0,-9,1,-9,0,1,1,"gml-2.1"
3105,-9,2,"USA",-9,10,1980,18,1,1981,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3105,-9,130,"ECU",-9,10,1980,18,1,1981,1,1,2,-9,0,0,15,4,1,"gml-2.1"
3106,-9,652,"SYR",22,2,1982,24,2,1982,1,1,2,-9,0,0,16,4,1,"gml-2.1"
3106,-9,663,"JOR",22,2,1982,24,2,1982,0,0,0,-9,0,0,0,1,1,"gml-2.1"
3107,-9,652,"SYR",25,11,1980,9,1,1981,1,1,2,-9,0,0,8,3,1,"gml-2.1"
3107,-9,663,"JOR",25,11,1980,9,1,1981,0,0,0,-9,0,0,8,3,1,"gml-2.1"
3107,-9,666,"ISR",25,11,1980,9,1,1981,0,0,0,-9,0,0,8,3,0,"gml-2.1"
