"dispnum3","dispnum4","stday","stmon","styear","endday","endmon","endyear","outcome","settle","fatality","fatalpre","maxdur","mindur","hiact","hostlev","recip","numa","numb","link1","link2","link3","ongo2010","version"
4164,-9,14,2,1994,31,5,1994,5,3,0,0,107,107,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4165,-9,12,6,1995,13,6,1995,5,3,-9,-9,2,2,17,"4",1,1,1,"4119","4166",4250,0,"gml-2.1"
4166,-9,3,2,1996,4,5,1997,5,3,2,-9,457,457,17,"4",1,1,1,"4119","4165",4250,0,"gml-2.1"
4168,-9,13,5,1995,13,5,1995,5,3,1,11,1,1,17,"4",1,1,1,"4246","0",0,0,"gml-2.1"
4169,-9,20,1,1994,20,1,1994,5,3,0,0,1,1,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
4170,-9,17,11,1996,10,12,1996,4,3,0,0,24,24,16,"4",1,1,1,"4122","4071",4244,0,"gml-2.1"
4171,-9,9,1,1997,-9,8,1997,5,3,0,0,235,205,16,"4",1,1,1,"4011","4012",4140,0,"gml-2.1"
4172,-9,6,2,1997,25,2,1997,6,1,0,0,20,20,16,"4",0,1,1,"4219","4009",4262,0,"gml-2.1"
4173,-9,13,7,1996,13,7,1996,5,3,0,0,1,1,16,"4",0,1,1,"4137","4221",0,0,"gml-2.1"
4174,-9,15,8,1997,18,8,1997,7,3,0,0,4,4,15,"4",0,1,1,"4197","4137",4213,0,"gml-2.1"
4175,-9,13,2,1998,1,10,1999,5,3,2,-9,596,596,17,"4",1,1,1,"4319","4232",4235,0,"gml-2.1"
4176,-9,25,5,1997,25,5,1997,5,3,0,0,1,1,11,"3",0,4,1,"4055","4228",4201,0,"gml-2.1"
4177,-9,29,10,1999,-9,10,1999,5,3,0,0,3,1,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4179,-9,15,8,1999,3,10,1999,5,3,0,0,50,50,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4180,-9,14,5,1999,15,7,1999,5,3,0,0,63,63,7,"3",0,1,1,"4062","4061",0,0,"gml-2.1"
4182,50201,6,4,1993,8,9,2006,6,1,3,-9,4904,4904,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
4183,-9,25,5,1997,28,5,1997,4,1,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4186,-9,21,2,2000,3,4,2000,3,4,0,0,43,43,7,"3",1,38,1,"4100","4137",4298,0,"gml-2.1"
4187,-9,-9,6,1998,-9,12,1998,5,3,0,0,214,155,11,"3",1,1,1,"4082","0",0,0,"gml-2.1"
4188,-9,16,1,1999,9,6,1999,6,1,1,-9,145,145,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4189,-9,-9,7,1998,26,10,1998,6,1,0,0,118,88,14,"4",1,1,1,"4144","4143",4013,0,"gml-2.1"
4190,-9,-9,6,1996,-9,6,1996,5,3,0,0,30,1,11,"3",1,1,2,"4291","4315",0,0,"gml-2.1"
4191,-9,26,6,1996,26,6,1996,5,3,0,0,1,1,16,"4",0,1,1,"4289","4290",4337,0,"gml-2.1"
4192,-9,27,7,1996,-9,1,1997,5,3,0,0,189,159,16,"4",1,1,1,"4072","4113",4205,0,"gml-2.1"
4193,-9,10,10,1997,29,7,1998,5,3,0,0,293,293,17,"4",1,1,1,"4092","4133",4210,0,"gml-2.1"
4196,-9,24,2,1996,24,2,1996,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4197,-9,26,11,2000,-9,1,2001,5,4,0,0,67,37,8,"3",1,1,2,"4220","4213",4137,0,"gml-2.1"
4200,-9,21,8,1999,21,8,1999,8,4,0,0,1,1,15,"4",0,1,1,"4121","4132",0,0,"gml-2.1"
4201,-9,24,9,1999,29,3,2001,5,3,1,-9,553,553,17,"4",1,2,1,"4176","4228",4283,0,"gml-2.1"
4203,-9,-9,6,1997,4,8,1998,8,1,-9,-9,430,401,17,"4",1,1,1,"4114","0",0,0,"gml-2.1"
4205,-9,29,9,1997,8,11,1997,5,3,0,0,41,41,16,"4",1,1,1,"4072","4192",4113,0,"gml-2.1"
4206,-9,5,9,1996,17,2,1999,5,3,0,0,896,896,16,"4",0,1,1,"4158","4208",4273,0,"gml-2.1"
4208,-9,29,9,1999,-9,10,1999,5,3,0,0,33,3,14,"4",0,1,1,"4206","4158",4273,0,"gml-2.1"
4210,-9,9,2,2000,31,1,2001,5,3,0,0,358,358,7,"3",1,1,1,"4092","4133",4193,0,"gml-2.1"
4212,-9,17,11,1999,14,3,2001,5,3,0,0,484,484,12,"3",1,1,1,"4049","4096",4242,0,"gml-2.1"
4213,-9,2,2,2000,-9,4,2000,7,2,0,0,89,60,15,"4",0,1,1,"4137","4174",4197,0,"gml-2.1"
4214,-9,10,11,2000,20,12,2000,7,1,0,0,41,41,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4215,-9,11,1,1999,21,1,1999,5,3,0,0,11,11,8,"3",1,1,1,"4271","4273",0,0,"gml-2.1"
4216,-9,3,10,1997,3,10,1997,4,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4217,-9,20,8,1998,20,8,1998,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4218,-9,23,3,2000,23,3,2000,5,3,0,0,1,1,1,"2",0,1,2,"4282","4125",4087,0,"gml-2.1"
4219,-9,7,1,1994,9,1,1994,7,3,0,0,3,3,15,"4",0,1,1,"4172","4009",4262,0,"gml-2.1"
4220,-9,17,10,2000,9,11,2000,5,3,0,0,24,24,7,"3",1,1,1,"4197","4213",4137,0,"gml-2.1"
4221,-9,18,6,2000,11,9,2000,5,3,1,1,86,86,17,"4",1,1,2,"4137","4173",0,0,"gml-2.1"
4222,-9,21,4,2000,21,4,2000,5,3,0,0,1,1,16,"4",0,1,1,"4042","4297",0,0,"gml-2.1"
4223,-9,18,7,1999,28,10,2000,5,3,2,-9,469,469,17,"4",1,1,1,"147W","166W",4007,0,"gml-2.1"
4224,-9,8,11,1993,8,11,1993,5,3,0,0,1,1,1,"2",0,1,1,"4137","4186",0,0,"gml-2.1"
4225,-9,21,3,1999,24,3,1999,5,3,0,0,4,4,12,"3",1,1,1,"4226","4322",4087,0,"gml-2.1"
4226,-9,-9,9,1997,-9,9,1997,5,3,0,0,30,1,7,"3",0,1,1,"4225","4322",4087,0,"gml-2.1"
4227,-9,20,8,1998,20,8,1998,5,3,1,-9,1,1,16,"4",0,1,1,"4283","0",0,0,"gml-2.1"
4228,-9,11,8,1998,-9,8,1998,5,3,0,0,21,1,11,"3",0,3,1,"4201","4283",4176,0,"gml-2.1"
4229,-9,8,8,2000,8,2,2001,5,3,0,0,185,185,11,"3",0,1,1,"4045","4137",4136,0,"gml-2.1"
4230,-9,27,6,1997,29,6,1997,5,3,0,0,3,3,8,"3",0,1,1,"4100","4137",4298,0,"gml-2.1"
4231,-9,10,8,1996,18,10,1996,7,2,0,0,70,70,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4232,-9,3,4,2000,27,4,2000,5,3,0,0,25,25,16,"4",0,1,1,"4319","4175",4235,0,"gml-2.1"
4235,-9,5,2,2001,5,2,2001,5,3,0,0,1,1,16,"4",0,1,1,"4233","4175",4236,0,"gml-2.1"
4236,-9,12,12,2001,12,12,2001,5,3,0,0,1,1,4,"2",0,1,1,"4233","4175",4235,0,"gml-2.1"
4237,-9,16,12,1994,16,12,1994,8,3,0,0,1,1,11,"3",0,1,1,"4162","0",0,0,"gml-2.1"
4238,-9,14,2,2001,19,2,2001,5,3,0,0,6,6,7,"3",1,1,1,"4321","4137",4335,0,"gml-2.1"
4239,-9,14,2,2001,11,4,2001,5,3,0,0,57,57,7,"3",1,1,1,"4042","4297",4222,0,"gml-2.1"
4240,-9,30,8,2001,-9,9,2001,5,3,0,0,32,3,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4242,20202,18,10,2001,15,11,2005,5,3,0,0,1490,1490,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4243,-9,4,7,2000,4,7,2000,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4244,-9,8,5,1997,-9,5,1997,5,3,0,0,24,1,11,"3",0,1,1,"4071","4122",4170,0,"gml-2.1"
4245,-9,-9,10,1997,8,10,1997,5,3,1,-9,8,1,16,"4",1,1,1,"4069","0",0,0,"gml-2.1"
4246,-9,11,10,1997,15,10,1997,1,2,-9,-9,5,5,17,"4",1,1,1,"4246","0",0,0,"gml-2.1"
4248,-9,28,9,1998,-9,4,1999,5,3,0,0,215,186,16,"4",1,1,1,"4078","4304",4305,0,"gml-2.1"
4249,-9,16,2,1997,-9,2,1997,5,3,0,0,13,1,11,"3",0,1,1,"4083","4084",0,0,"gml-2.1"
4250,-9,2,3,1998,11,9,1998,5,3,1,-9,194,194,17,"4",1,1,1,"4119","4165",4166,0,"gml-2.1"
4251,-9,27,5,1997,10,3,1998,1,2,3,-9,288,288,17,"4",1,3,1,"4300","0",0,0,"gml-2.1"
4252,-9,14,8,1999,18,8,1999,5,1,-9,-9,5,5,17,"4",1,1,1,"4122","4253",4310,0,"gml-2.1"
4253,-9,5,5,2000,11,6,2000,5,1,-9,-9,38,38,17,"4",1,1,1,"4122","4252",4310,0,"gml-2.1"
4254,-9,-9,9,1998,-9,11,1998,8,4,0,0,91,33,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4255,-9,-9,2,1998,-9,2,1998,8,3,0,0,28,1,12,"3",0,1,1,"4256","0",0,0,"gml-2.1"
4256,-9,9,4,1999,-9,4,1999,8,3,0,0,22,1,11,"3",1,2,1,"4255","0",0,0,"gml-2.1"
4257,-9,10,7,2000,25,5,2001,5,1,1,-9,320,320,16,"4",1,1,1,"4302","0",0,0,"gml-2.1"
4258,-9,6,5,1998,18,6,2000,6,1,6,-9,775,775,20,"5",1,1,1,"0","0",0,0,"gml-2.1"
4259,-9,-9,2,2001,16,3,2001,6,1,0,0,44,17,11,"3",0,1,1,"4141","4140",4327,0,"gml-2.1"
4260,-9,3,10,1999,9,10,1999,5,3,0,0,7,7,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
4261,-9,12,10,2000,21,10,2000,5,3,0,0,10,10,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
4262,-9,13,10,2000,23,11,2000,5,3,0,0,42,42,16,"4",0,1,1,"4172","4219",4009,0,"gml-2.1"
4263,-9,24,10,2001,-9,11,2001,7,1,0,0,38,9,15,"4",0,1,1,"4145","0",0,0,"gml-2.1"
4266,-9,22,12,2001,22,12,2001,5,3,1,-9,1,1,17,"4",1,1,1,"4087","4225",4322,0,"gml-2.1"
4269,-9,2,8,1994,-9,9,1995,5,3,0,0,425,396,11,"3",1,7,1,"4272","0",0,0,"gml-2.1"
4271,-9,30,8,1996,4,11,1996,4,3,-9,-9,67,67,16,"4",1,3,1,"4273","0",0,0,"gml-2.1"
4272,-9,19,10,1996,25,9,1997,5,3,0,0,342,342,17,"4",1,1,1,"4269","0",0,0,"gml-2.1"
4273,50202,7,10,1997,2,5,2003,1,2,1,-9,2034,2034,20,"5",1,19,1,"0","0",0,0,"gml-2.1"
4275,-9,10,8,2000,10,8,2000,5,3,0,0,1,1,10,"3",0,1,1,"4272","4269",4274,0,"gml-2.1"
4277,70201,13,7,2001,22,11,2003,3,1,2,-9,863,863,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4278,-9,17,4,2001,17,4,2001,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4279,-9,-9,5,2001,-9,5,2001,5,3,0,0,31,1,7,"3",0,1,1,"4030","4060",4128,0,"gml-2.1"
4280,-9,23,3,2001,3,7,2001,7,1,1,1,103,103,15,"4",1,1,1,"4281","4336",4088,0,"gml-2.1"
4281,-9,27,3,2001,-9,8,2001,5,3,0,0,158,128,7,"3",1,1,2,"4280","4336",4088,0,"gml-2.1"
4282,30201,2,6,2001,10,11,2004,5,3,1,17,1258,1258,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4283,-9,15,9,2001,15,11,2001,1,3,6,-9,62,62,21,"5",1,15,1,"4227","4201",0,0,"gml-2.1"
4284,-9,21,12,2001,21,12,2001,5,4,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4285,-9,17,3,1994,17,3,1994,5,3,1,13,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4286,-9,10,3,1993,-9,3,1993,5,3,0,0,22,1,15,"4",0,1,1,"4134","4287",4288,0,"gml-2.1"
4287,-9,19,5,1994,-9,5,1994,5,3,0,0,13,1,15,"4",0,1,1,"4134","4286",4288,0,"gml-2.1"
4288,-9,-9,3,1996,-9,3,1996,5,3,1,-9,31,1,16,"4",0,1,1,"4286","4287",4134,0,"gml-2.1"
4289,-9,18,7,1999,18,7,1999,5,3,0,0,1,1,16,"4",0,1,1,"4290","4337",0,0,"gml-2.1"
4290,-9,24,8,2001,25,8,2001,5,3,0,0,2,2,7,"3",0,1,1,"4289","4337",0,0,"gml-2.1"
4291,-9,1,10,1998,20,10,1998,1,1,0,0,20,20,7,"3",0,1,1,"4190","4315",0,0,"gml-2.1"
4292,-9,9,6,1999,10,6,1999,5,3,0,0,2,2,16,"4",0,1,1,"4205","4113",4192,0,"gml-2.1"
4293,-9,27,6,1995,28,6,1995,5,3,0,0,2,2,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
4295,-9,1,8,2000,6,10,2000,7,1,0,0,67,67,15,"4",0,1,2,"4137","4186",0,0,"gml-2.1"
4296,-9,30,8,2001,30,8,2001,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4297,-9,12,10,1996,-9,10,1996,4,1,0,0,20,1,15,"4",0,1,1,"4042","4222",0,0,"gml-2.1"
4298,-9,5,8,2000,29,9,2000,5,3,0,0,56,56,15,"4",1,1,2,"4100","4137",4230,0,"gml-2.1"
4299,-9,26,6,1993,28,6,1993,5,3,1,-9,3,3,16,"4",0,1,1,"4272","4274",4275,0,"gml-2.1"
4300,-9,26,1,2001,4,6,2001,5,3,0,0,130,130,16,"4",1,1,1,"4251","0",NA,0,"gml-2.1"
4301,-9,-9,5,2001,-9,5,2001,7,4,0,0,31,1,15,"4",0,1,1,"4256","4255",0,0,"gml-2.1"
4302,-9,13,8,1999,17,9,1999,6,1,0,0,36,36,8,"3",0,1,1,"4257","0",0,0,"gml-2.1"
4303,-9,7,1,2001,21,11,2001,8,4,1,10,319,319,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4304,-9,7,12,1997,7,12,1997,5,3,0,0,1,1,7,"3",0,1,1,"4248","4305",4078,0,"gml-2.1"
4305,-9,30,10,2001,30,10,2001,5,3,0,0,1,1,8,"3",0,1,1,"4248","4304",4078,0,"gml-2.1"
4306,-9,1,3,2001,6,3,2001,5,3,0,0,6,6,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4307,-9,14,4,1994,-9,9,1994,3,4,0,0,170,141,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4308,-9,8,2,1993,8,2,1993,5,3,1,6,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4309,-9,4,3,1996,4,9,1996,5,3,0,0,185,185,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4310,-9,26,3,2001,30,10,2001,5,3,0,0,219,219,11,"3",0,1,1,"4122","0",0,0,"gml-2.1"
4312,-9,29,4,2000,1,5,2000,5,3,0,0,3,3,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4313,-9,29,4,2001,30,4,2001,5,1,0,0,2,2,11,"3",0,1,1,"4005","4006",0,0,"gml-2.1"
4314,-9,10,2,2001,29,4,2001,5,1,2,-9,79,79,17,"4",1,1,1,"4002","4003",4138,0,"gml-2.1"
4315,-9,20,5,1997,-9,5,1997,5,3,0,0,12,1,11,"3",0,1,1,"4190","4291",0,0,"gml-2.1"
4317,-9,23,7,2001,-9,12,2001,8,4,0,0,162,132,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
4318,-9,8,3,1995,23,2,1996,5,3,-9,-9,353,353,17,"4",1,1,1,"4319","4175",0,0,"gml-2.1"
4319,-9,15,12,1996,14,5,1997,5,3,2,-9,151,151,17,"4",1,1,1,"4318","4175",0,0,"gml-2.1"
4320,20201,27,12,2001,13,5,2003,5,3,0,0,503,503,7,"3",1,1,1,"4193","4210",4233,0,"gml-2.1"
4321,-9,12,7,1998,17,7,1998,7,4,0,0,6,6,15,"4",0,1,1,"4238","4137",4335,0,"gml-2.1"
4322,-9,13,8,1999,16,8,1999,5,3,0,0,4,4,8,"3",0,1,1,"4225","4226",4087,0,"gml-2.1"
4323,-9,17,3,1997,3,4,1997,5,3,0,0,18,18,7,"3",0,1,1,"4193","4210",4233,0,"gml-2.1"
4324,-9,25,7,2000,-9,1,2001,5,3,0,0,191,161,16,"4",0,1,1,"4206","4208",4325,0,"gml-2.1"
4325,50203,25,8,2001,22,3,2003,5,3,1,19,575,575,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4328,-9,-9,9,1998,-9,9,1998,5,3,0,0,30,1,7,"3",0,1,1,"4329","4330",4331,0,"gml-2.1"
4329,-9,-9,8,1998,-9,8,1998,5,3,0,0,31,1,7,"3",0,1,1,"4328","4330",4331,0,"gml-2.1"
4330,-9,30,10,1999,30,10,1999,5,3,0,0,1,1,16,"4",0,1,1,"4329","4329",4331,0,"gml-2.1"
4331,-9,16,4,1994,28,4,1994,5,3,0,0,13,13,7,"3",0,1,1,"4329","4330",4328,0,"gml-2.1"
4332,-9,17,2,1994,17,2,1994,5,3,0,0,1,1,8,"3",0,1,1,"4101","4137",4186,0,"gml-2.1"
4333,-9,-9,1,1994,-9,1,1994,5,3,0,0,31,1,7,"3",0,2,1,"0","0",0,0,"gml-2.1"
4334,-9,11,6,1999,11,6,1999,3,4,0,0,1,1,8,"3",0,1,1,"4137","0",0,0,"gml-2.1"
4335,-9,24,6,1999,24,6,1999,5,3,0,0,1,1,7,"3",1,1,3,"4238","4137",4321,0,"gml-2.1"
4337,-9,20,5,1997,-9,5,1997,8,4,0,0,12,1,11,"3",0,1,1,"4290","4289",0,0,"gml-2.1"
4338,-9,19,3,1999,19,4,1999,7,3,0,0,32,32,15,"4",0,1,1,"4137","0",0,0,"gml-2.1"
4339,-9,-9,8,1998,3,6,2001,5,1,6,-9,1038,1008,21,"5",1,2,5,"4122","0",0,0,"gml-2.1"
4340,-9,24,1,1993,20,2,1993,5,4,1,1,28,28,16,"4",1,1,1,"3555","4100",4230,0,"gml-2.1"
4341,-9,5,6,1993,1,3,1994,6,1,4,-9,270,270,17,"4",1,1,1,"3556","231",0,0,"gml-2.1"
4342,-9,8,4,1999,19,4,1999,5,4,0,0,12,12,8,"3",0,1,13,"4137","0",0,0,"gml-2.1"
4343,-9,24,11,2000,28,11,2000,4,4,0,0,5,5,7,"3",0,1,37,"4186","4137",4298,0,"gml-2.1"
4345,10201,6,1,2002,26,12,2002,5,3,-9,-9,355,355,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4346,10202,23,1,2002,4,2,2002,3,3,0,0,13,13,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4347,10203,25,1,2002,31,7,2002,5,3,-9,-9,188,188,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4348,10204,27,1,2002,3,6,2002,8,-9,0,0,128,128,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
4349,10205,19,3,2002,18,10,2002,5,3,4,-9,214,214,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4350,10206,1,7,2002,1,7,2002,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4351,10207,7,7,2002,7,7,2002,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4352,10208,11,7,2002,18,7,2002,2,2,0,0,8,8,14,"4",1,1,1,"0","0",0,0,"gml-2.1"
4355,10211,2,9,2002,5,9,2002,5,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4356,10212,-9,8,2002,30,9,2003,5,3,0,0,426,396,14,"4",1,1,2,"10203","0",0,0,"gml-2.1"
4357,10213,30,10,2002,30,10,2002,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4358,10214,14,12,2002,22,1,2003,5,3,0,0,40,40,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4359,10215,12,12,2002,12,6,2003,5,3,0,0,183,183,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4360,10301,24,7,2003,29,7,2003,7,3,0,0,6,6,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4361,10302,4,10,2003,4,10,2003,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4362,10303,1,11,2003,27,11,2003,5,3,1,1,27,27,17,"4",1,1,1,"10211","0",0,0,"gml-2.1"
4363,10304,1,11,2003,1,11,2003,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4364,10305,26,12,2003,26,12,2003,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4365,10401,21,4,2004,21,4,2004,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4366,10402,24,4,2004,17,12,2004,5,3,0,0,238,238,16,"4",1,2,1,"10203","10212",0,0,"gml-2.1"
4367,10403,29,4,2004,30,7,2004,5,3,1,1,93,93,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
4368,10404,3,6,2004,3,6,2004,5,3,0,0,1,1,7,"3",0,1,1,"10203","10212",0,0,"gml-2.1"
4369,10405,12,7,2004,12,7,2004,5,3,0,0,1,1,11,"3",0,1,1,"10304","0",0,0,"gml-2.1"
4370,10406,30,10,2004,30,4,2005,5,3,0,0,183,183,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4371,10407,6,11,2004,6,5,2005,5,3,1,9,182,182,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
4372,10408,2,12,2004,4,12,2004,5,3,1,-9,3,3,17,"4",1,1,1,"10212","0",0,0,"gml-2.1"
4373,10501,4,1,2005,17,3,2005,5,3,0,0,73,73,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4374,10502,18,1,2005,7,3,2005,5,3,1,1,49,49,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4375,10503,17,2,2005,24,3,2005,5,3,0,0,36,36,11,"3",1,1,1,"10303","0",0,0,"gml-2.1"
4376,10504,13,3,2005,13,3,2005,5,3,0,0,1,1,11,"3",0,1,1,"10201","0",0,0,"gml-2.1"
4377,10505,23,3,2005,23,3,2005,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4378,10506,26,4,2005,26,4,2005,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4379,10507,17,6,2005,17,6,2005,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4380,10508,18,6,2005,18,6,2005,5,3,1,1,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4381,10509,29,9,2005,29,9,2005,5,3,0,0,1,1,3,"2",0,1,1,"0","0",0,0,"gml-2.1"
4383,10511,25,10,2005,25,10,2005,5,3,0,0,1,1,11,"3",1,1,1,"10503","0",0,0,"gml-2.1"
4384,10512,5,11,2005,17,8,2006,5,3,0,0,286,286,17,"4",1,1,1,"10403","0",0,0,"gml-2.1"
4385,10601,24,4,2006,27,4,2006,5,3,1,-9,4,4,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4386,10602,27,4,2006,27,4,2006,5,3,1,1,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4387,10603,17,6,2006,21,1,2007,5,3,0,0,219,219,14,"4",0,1,1,"10201","10504",0,0,"gml-2.1"
4388,10604,17,8,2006,17,8,2006,2,2,0,0,1,1,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
4389,10605,16,10,2006,16,10,2006,5,3,0,0,1,1,11,"3",0,1,1,"10503","10511",0,0,"gml-2.1"
4390,10606,-9,10,2006,9,4,2007,5,3,2,-9,191,161,17,"4",1,1,1,"10403","10509",0,0,"gml-2.1"
4391,10607,9,11,2006,9,11,2006,5,3,0,0,1,1,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
4392,10701,28,7,2007,19,12,2007,5,3,1,3,145,145,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4393,10702,10,9,2007,13,3,2008,8,-9,0,0,186,186,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4394,10703,26,12,2007,26,12,2007,5,3,0,0,1,1,17,"4",1,1,1,"10503","1055",10605,0,"gml-2.1"
4395,10704,28,12,2007,13,7,2008,5,3,0,0,199,199,17,"4",1,1,1,"10606","0",0,0,"gml-2.1"
4396,10801,12,2,2008,12,2,2008,2,2,1,1,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4397,10802,2,3,2008,2,3,2008,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4398,10803,18,4,2008,18,10,2008,-9,-9,1,-9,184,184,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4399,10804,9,5,2008,8,7,2008,5,3,1,1,61,61,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4400,10805,11,11,2008,11,11,2008,5,3,0,0,1,1,11,"3",0,1,1,"10607","0",0,0,"gml-2.1"
4401,10806,5,12,2008,-9,9,2010,5,3,0,0,665,636,16,"4",0,1,1,"10603","0",0,1,"gml-2.1"
4402,10901,27,2,2009,-9,3,2009,-9,-9,0,0,33,3,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4403,10902,15,5,2009,15,7,2009,5,3,0,0,62,62,16,"4",0,1,1,"10704","0",0,0,"gml-2.1"
4404,10903,20,6,2009,12,9,2009,5,3,0,0,85,85,11,"3",0,1,1,"10805","0",0,0,"gml-2.1"
4405,11001,3,1,2010,3,1,2010,2,2,1,-9,1,1,17,"4",1,1,1,"10703","0",0,0,"gml-2.1"
4406,11002,28,6,2010,28,6,2010,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4407,11003,25,6,2010,1,9,2010,8,-9,0,0,69,69,15,"4",1,1,1,"0","0",0,1,"gml-2.1"
4408,11004,29,8,2010,31,12,2010,8,-9,0,0,125,125,14,"4",0,1,1,"0","0",0,1,"gml-2.1"
4409,20203,22,2,2002,22,2,2002,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4412,20206,21,7,2002,21,7,2002,6,1,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4414,20208,9,8,2002,20,11,2010,5,3,2,-9,3026,3026,17,"4",1,1,1,"0","0",0,1,"gml-2.1"
4416,20301,3,2,2003,3,2,2003,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4417,20302,25,4,2003,25,4,2003,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4418,20303,27,5,2003,27,5,2003,5,3,0,0,1,1,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
4419,20304,-9,7,2003,-9,1,2004,5,3,0,0,215,155,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4420,20305,27,9,2003,27,9,2003,5,3,0,0,1,1,7,"3",0,1,1,"20311","0",0,0,"gml-2.1"
4422,20402,2,4,2004,6,8,2004,5,3,0,0,127,127,16,"4",1,1,1,"20305","20311",0,0,"gml-2.1"
4423,20403,21,10,2004,30,3,2005,5,3,0,0,161,161,7,"3",1,1,1,"20201","4193",4210,0,"gml-2.1"
