"dispnum3","dispnum4","stday","stmon","styear","endday","endmon","endyear","outcome","settle","fatality","fatalpre","maxdur","mindur","hiact","hostlev","recip","numa","numb","link1","link2","link3","ongo2010","version"
3179,-9,5,4,1976,5,4,1976,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3180,-9,30,12,1981,3,1,1982,5,3,0,0,5,5,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3181,-9,24,8,1922,15,9,1922,6,1,0,0,23,23,7,"3",1,2,2,"0","0",0,0,"gml-2.1"
3182,-9,13,1,1922,14,1,1923,6,1,0,0,367,367,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3184,-9,10,7,1926,4,8,1926,5,3,0,0,26,26,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3185,-9,2,9,1925,5,6,1926,6,1,0,0,277,277,7,"3",1,2,1,"0","0",0,0,"gml-2.1"
3186,-9,4,2,1931,4,2,1931,5,3,1,-9,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3187,-9,27,7,1928,27,7,1928,5,3,1,-9,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3189,-9,2,6,1937,29,1,1938,6,1,0,0,242,242,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3190,-9,3,6,1938,4,7,1938,6,1,0,0,32,32,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3191,-9,-9,10,1939,9,10,1939,5,3,0,0,9,1,10,"3",1,1,1,"0","0",0,0,"gml-2.1"
3192,-9,5,10,1946,6,10,1946,7,3,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3193,-9,9,8,1946,19,8,1946,5,3,1,-9,11,11,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3195,-9,-9,4,1951,28,9,1951,3,1,0,0,181,152,15,"4",1,1,2,"0","0",0,0,"gml-2.1"
3196,-9,1,5,1950,2,10,1950,7,1,0,0,155,155,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3197,-9,11,4,1950,20,4,1950,5,3,0,0,10,10,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3199,-9,31,7,1951,31,7,1951,5,3,0,0,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3200,-9,28,4,1952,28,4,1952,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3202,-9,8,6,1952,14,6,1952,5,3,0,0,7,7,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3203,-9,31,7,1953,3,8,1953,8,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3205,-9,20,5,1954,22,5,1954,7,3,0,0,3,3,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3206,-9,-9,5,1969,15,8,1969,7,3,0,0,107,77,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3207,-9,16,10,1953,15,4,1954,5,3,0,0,182,182,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3208,-9,14,12,1953,7,7,1954,5,3,0,0,206,206,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3209,-9,2,10,1954,2,10,1954,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3210,-9,10,9,1954,10,9,1954,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3211,-9,15,11,1954,18,11,1954,8,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3213,-9,25,12,1955,29,12,1955,5,3,0,0,5,5,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3214,-9,30,4,1955,30,4,1955,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3216,-9,15,3,1955,9,4,1955,7,3,0,0,26,26,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3217,-9,31,1,1974,17,2,1974,5,3,0,0,18,18,7,"3",1,1,3,"0","0",0,0,"gml-2.1"
3218,-9,28,11,1955,30,1,1956,5,3,0,0,64,64,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3219,-9,27,7,1955,27,7,1955,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3221,-9,23,9,1956,23,9,1956,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3225,-9,30,1,1956,6,2,1956,7,3,0,0,8,8,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3227,-9,24,9,1974,5,10,1974,5,3,0,0,12,12,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3229,-9,27,11,1948,3,4,1949,5,1,1,-9,128,128,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
3230,-9,30,12,1956,26,1,1959,5,3,2,-9,758,758,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3231,-9,13,8,1959,25,11,1961,5,3,2,-9,836,836,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3232,-9,8,3,1895,8,3,1895,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3239,-9,10,7,1816,27,7,1816,1,3,0,0,18,18,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3242,-9,27,3,1955,13,4,1955,7,3,0,0,18,18,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3243,-9,29,1,1955,21,2,1955,7,3,0,0,24,24,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3244,-9,28,10,1962,31,10,1962,7,3,0,0,4,4,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3245,-9,-9,6,1862,-9,10,1863,4,1,-9,-9,518,459,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3247,-9,4,7,1871,4,1,1872,1,2,0,0,185,185,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3249,-9,-9,8,1891,-9,2,1892,3,3,0,0,213,155,14,"4",1,1,1,"0","0",0,0,"gml-2.1"
3250,-9,15,8,1900,-9,11,1900,3,3,6,-9,108,79,20,"5",1,1,1,"0","0",0,0,"gml-2.1"
3254,-9,-9,8,1912,5,11,1913,3,1,-9,-9,462,432,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3257,-9,6,7,1921,5,11,1921,1,2,0,0,123,123,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3258,-9,18,4,1914,-9,12,1914,4,3,0,0,258,228,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3259,-9,-9,3,1921,-9,9,1921,1,2,0,0,214,155,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3260,-9,20,1,1926,20,1,1926,5,1,0,0,1,1,1,"2",1,1,1,"0","0",0,0,"gml-2.1"
3263,-9,26,10,1942,-9,6,1943,5,1,0,0,248,219,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3264,-9,7,11,1944,14,8,1945,6,1,-9,-9,281,281,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3265,-9,5,6,1947,26,6,1947,5,3,-9,-9,22,22,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3267,-9,29,1,1973,29,1,1973,5,3,0,0,1,1,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
3300,-9,20,5,1968,9,7,1968,7,4,0,0,51,51,15,"4",0,2,1,"0","0",0,0,"gml-2.1"
3322,-9,13,5,1876,13,5,1876,5,3,0,0,1,1,1,"2",0,3,1,"0","0",0,0,"gml-2.1"
3323,-9,-9,5,1876,-9,5,1876,5,3,0,0,31,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3325,-9,2,10,1902,2,10,1902,4,1,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3326,-9,6,1,1853,16,3,1853,5,3,0,0,70,70,10,"3",0,1,1,"0","0",0,0,"gml-2.1"
3330,-9,5,9,1911,5,9,1911,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3340,-9,14,3,1919,14,3,1919,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3341,-9,18,10,1914,20,10,1914,7,3,0,0,3,3,15,"4",0,1,2,"0","0",0,0,"gml-2.1"
3343,-9,1,8,1914,1,8,1914,5,3,0,0,1,1,10,"3",0,1,1,"0","0",0,0,"gml-2.1"
3344,-9,16,8,1914,17,8,1914,5,3,0,0,2,2,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3345,-9,10,2,1918,3,3,1918,1,2,0,0,22,22,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3348,-9,14,10,1915,24,2,1916,9,3,0,0,134,134,18,"4",1,2,4,"0","0",0,0,"gml-2.1"
3349,-9,18,8,1915,-9,10,1918,5,3,0,0,1171,1141,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3351,-9,31,7,1914,31,7,1914,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3352,-9,21,8,1915,23,8,1915,4,1,0,0,3,3,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
3360,-9,18,10,1960,7,11,1960,5,3,3,-9,21,21,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3361,-9,-9,12,1961,-9,12,1962,5,3,0,0,396,336,7,"3",1,1,3,"0","0",0,0,"gml-2.1"
3362,-9,20,3,1926,20,3,1926,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3364,-9,14,3,1939,17,3,1939,1,2,-9,-9,4,4,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3370,-9,2,11,1950,4,4,1951,3,1,1,-9,154,154,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3371,-9,7,12,1951,7,12,1951,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3372,-9,19,9,1951,-9,4,1952,5,3,1,-9,225,196,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3373,-9,25,1,1953,14,9,1956,5,3,3,-9,1329,1329,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3374,-9,24,11,1952,25,3,1954,5,3,1,-9,487,487,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3375,-9,19,3,1957,28,4,1961,5,3,3,-9,1502,1502,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3377,-9,23,7,1963,23,7,1963,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3378,-9,22,4,1964,3,3,1965,5,3,1,-9,316,316,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3379,-9,19,2,1966,19,2,1966,5,3,-9,-9,1,1,4,"2",0,1,1,"0","0",0,0,"gml-2.1"
3380,-9,25,10,1973,22,3,1974,5,1,-9,-9,149,149,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3381,-9,15,10,1975,6,3,1976,5,3,0,0,144,144,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3382,-9,14,11,1977,19,11,1977,5,3,0,0,6,6,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
3383,-9,3,7,1979,3,7,1979,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3384,-9,20,1,1983,20,1,1983,3,1,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3386,-9,23,12,1949,7,1,1950,5,1,-9,-9,16,16,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3387,-9,8,8,1970,20,9,1971,5,3,1,1,409,409,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3400,-9,12,7,1950,12,7,1950,4,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3401,-9,28,12,1951,28,12,1951,5,3,1,1,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3403,-9,26,2,1954,24,3,1954,5,3,0,0,27,27,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3404,-9,6,4,1954,28,3,1955,5,3,1,-9,357,357,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3405,-9,14,10,1955,23,8,1960,5,3,3,-9,1776,1776,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3406,-9,17,2,1961,3,10,1961,5,3,1,2,229,229,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3411,-9,12,7,1950,9,10,1950,5,3,0,0,90,90,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3412,-9,15,8,1966,29,11,1966,5,3,1,-9,107,107,17,"4",1,3,1,"0","0",0,0,"gml-2.1"
3413,-9,16,12,1951,22,1,1952,5,3,0,0,38,38,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3414,-9,1,2,1952,2,2,1952,7,3,0,0,2,2,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3415,-9,15,8,1954,14,12,1954,7,3,0,0,122,122,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3416,-9,4,8,1955,4,8,1955,7,3,0,0,1,1,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3417,-9,25,9,1953,18,1,1958,5,3,2,-9,1577,1577,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3418,-9,1,3,1955,28,3,1955,5,3,0,0,28,28,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3419,-9,21,11,1958,23,8,1963,5,1,2,-9,1737,1737,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3421,-9,24,5,1959,24,8,1959,7,3,0,0,93,93,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3422,-9,3,7,1960,13,7,1960,7,3,0,0,11,11,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3427,-9,25,3,1951,2,6,1951,5,1,2,-9,70,70,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3428,-9,17,3,1953,22,10,1953,5,1,0,0,220,220,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3430,-9,7,10,1959,15,9,1960,5,3,0,0,345,345,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3434,-9,1,11,1961,20,10,1966,5,3,3,-9,1815,1815,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3437,-9,6,11,1973,31,5,1974,2,1,2,-9,207,207,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3438,-9,1,8,1974,20,10,1975,5,1,1,-9,446,446,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3439,-9,26,11,1975,21,9,1977,5,3,0,0,666,666,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3440,-9,6,7,1978,7,7,1978,5,3,0,0,2,2,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
3441,-9,27,6,1979,19,2,1980,5,3,1,-9,238,238,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3443,-9,13,6,1985,-9,9,1986,5,3,-9,-9,475,446,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3444,-9,6,4,1982,17,5,1985,2,1,6,-9,1138,1138,20,"5",1,1,2,"0","0",0,0,"gml-2.1"
3445,-9,5,4,1949,13,4,1949,5,1,0,0,9,9,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
3446,-9,11,6,1967,23,11,1967,5,1,0,0,166,166,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3447,-9,3,9,1968,19,12,1971,5,3,3,-9,1203,1203,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3448,-9,19,8,1980,24,7,1981,5,1,1,-9,340,340,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3503,-9,15,2,1942,22,8,1942,5,3,2,-9,189,189,21,"5",1,1,2,"0","0",0,0,"gml-2.1"
3506,-9,6,6,1945,6,6,1945,9,4,0,0,1,1,18,"4",0,1,1,"0","0",0,0,"gml-2.1"
3507,-9,12,2,1945,12,2,1945,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3508,-9,15,2,1945,15,2,1945,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3509,-9,27,3,1945,27,3,1945,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3510,-9,11,4,1945,11,4,1945,9,4,0,0,1,1,18,"4",0,1,1,"0","0",0,0,"gml-2.1"
3511,-9,24,2,1945,24,2,1945,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3512,-9,1,3,1945,1,3,1945,9,4,0,0,1,1,18,"4",0,1,1,"0","0",0,0,"gml-2.1"
3513,-9,8,12,1941,24,12,1941,9,4,0,0,17,17,18,"4",0,1,6,"0","0",0,0,"gml-2.1"
3514,-9,9,12,1941,19,19,1941,9,4,0,0,223,223,18,"4",0,1,6,"0","0",0,0,"gml-2.1"
3515,-9,9,9,1943,9,9,1943,9,4,0,0,1,1,18,"4",0,1,1,"0","0",0,0,"gml-2.1"
3516,-9,2,4,1943,2,4,1943,9,4,0,0,1,1,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3518,-9,7,12,1941,11,12,1941,9,4,0,0,5,5,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3519,-9,7,12,1941,11,12,1941,9,4,0,0,5,5,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3520,-9,8,12,1941,11,12,1941,9,4,0,0,4,4,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3521,-9,8,12,1941,12,12,1941,9,4,0,0,5,5,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3522,-9,8,12,1941,11,12,1941,9,4,0,0,4,4,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3523,-9,8,12,1941,12,12,1941,9,4,0,0,5,5,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3525,-9,8,12,1941,12,12,1941,9,4,0,0,5,5,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3526,-9,26,1,1944,26,1,1944,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3527,-9,14,12,1942,14,12,1942,9,4,0,0,1,1,18,"4",0,1,3,"0","0",0,0,"gml-2.1"
3540,-9,15,4,1984,14,6,1986,5,3,2,-9,791,791,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3542,-9,24,6,1940,19,10,1940,4,2,0,0,118,118,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3550,-9,24,4,1992,24,4,1992,5,3,1,1,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3551,-9,16,7,1992,2,10,1996,1,1,0,0,1540,1540,15,"4",1,14,1,"0","0",0,0,"gml-2.1"
3552,-9,27,7,1992,23,12,1993,5,3,-9,-9,515,515,17,"4",1,6,1,"0","0",0,0,"gml-2.1"
3554,-9,9,12,1992,14,8,1994,5,3,1,-9,614,614,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3555,-9,20,1,1992,10,7,1992,4,2,4,-9,173,173,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3556,-9,20,10,1992,27,10,1992,6,1,4,-9,8,8,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3557,-9,6,4,1992,13,3,1993,5,1,4,-9,342,342,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3558,-9,31,3,1992,21,7,1992,6,1,3,-9,113,113,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3559,-9,14,7,1992,3,8,1992,5,3,0,0,21,21,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3560,-9,27,7,1992,2,8,1992,5,3,0,0,7,7,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3561,-9,13,6,1992,22,10,1993,1,2,2,-9,497,497,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3563,-9,17,9,1992,21,9,1992,5,3,0,0,5,5,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3564,-9,26,1,1992,-9,1,1995,5,1,6,-9,1102,1072,20,"5",1,2,3,"0","0",0,0,"gml-2.1"
3565,-9,12,12,1992,12,12,1992,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3566,-9,5,4,1992,2,9,1992,5,3,0,0,151,151,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3567,-9,15,4,1992,25,12,1992,4,3,0,0,255,255,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3568,-9,7,10,1992,4,1,1994,5,3,1,-9,455,455,17,"4",1,1,4,"0","0",0,0,"gml-2.1"
3569,-9,30,9,1992,20,12,1992,6,1,1,2,82,82,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3570,-9,22,5,1992,22,5,1992,5,3,1,3,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3572,-9,31,5,1992,31,5,1992,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3573,-9,21,4,1992,4,6,1992,7,3,0,0,45,45,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3574,-9,1,2,1992,25,12,1992,6,1,2,-9,329,329,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3599,-9,1,5,1919,10,9,1919,6,1,-9,-9,133,133,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3602,-9,9,4,1977,11,4,1977,5,3,0,0,3,3,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3603,-9,25,6,1977,25,6,1977,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3604,-9,19,2,1978,19,2,1978,5,3,1,15,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3606,-9,-9,7,1978,28,8,1978,5,3,0,0,59,29,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3607,-9,6,2,1979,24,2,1979,7,3,0,0,19,19,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3610,-9,22,9,1980,22,9,1980,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3612,-9,15,1,1982,15,1,1982,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3614,-9,-9,3,1983,20,4,1983,5,3,2,-9,51,21,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3615,-9,26,4,1983,26,4,1983,7,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
3616,-9,4,9,1983,3,10,1983,5,1,0,0,30,30,7,"3",0,1,2,"0","0",0,0,"gml-2.1"
3617,-9,25,4,1984,5,6,1984,5,3,0,0,42,42,16,"4",1,1,6,"0","0",0,0,"gml-2.1"
3618,-9,6,5,1985,5,10,1985,5,3,-9,-9,153,153,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3620,-9,23,11,1985,3,12,1985,5,3,0,0,11,11,15,"4",1,1,2,"0","0",0,0,"gml-2.1"
3621,-9,26,9,1985,26,9,1985,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3622,-9,-9,11,1984,5,2,1986,5,3,6,-9,462,433,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3625,-9,24,11,1985,16,3,1986,3,3,0,0,113,113,15,"4",1,1,3,"0","0",0,0,"gml-2.1"
3626,-9,7,3,1986,14,4,1986,5,1,1,-9,39,39,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3628,-9,14,10,1986,15,3,1987,5,1,6,-9,153,153,20,"5",1,1,1,"0","0",0,0,"gml-2.1"
3629,-9,22,6,1986,22,6,1986,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3630,-9,31,3,1982,14,6,1982,2,2,6,-9,76,76,20,"5",1,1,1,"0","0",0,0,"gml-2.1"
3631,-9,-9,6,1977,6,1,1981,1,2,-9,-9,1316,1287,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
3632,-9,3,12,1980,3,12,1980,5,3,0,0,1,1,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
3633,-9,12,12,1980,15,11,1981,5,3,0,0,339,339,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
3634,-9,17,2,1983,21,12,1984,5,1,6,-9,674,674,17,"4",1,1,4,"0","0",0,0,"gml-2.1"
3635,-9,10,2,1986,11,9,1987,5,1,6,-9,579,579,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
3636,-9,13,1,1986,15,4,1986,3,3,-9,-9,93,93,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3637,-9,16,1,1986,16,1,1986,5,3,0,0,1,1,7,"3",0,1,2,"0","0",0,0,"gml-2.1"
3638,-9,5,10,1987,5,10,1987,5,3,1,1,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3639,-9,1,1,1984,12,7,1984,5,3,3,-9,194,194,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3642,-9,-9,8,1870,-9,2,1871,1,2,0,0,212,155,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3645,-9,18,4,1903,28,4,1904,1,2,0,0,377,377,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3647,-9,21,2,1911,27,3,1911,4,1,0,0,35,35,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
3656,-9,-9,9,1937,-9,11,1937,5,3,0,0,91,33,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3659,-9,6,11,1971,6,11,1971,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3700,-9,25,9,1939,30,10,1939,7,3,0,0,36,36,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3701,-9,8,11,1939,10,5,1940,9,3,1,-9,185,185,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
3702,-9,11,11,1939,10,5,1940,9,3,0,0,182,182,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
3703,-9,9,5,1940,16,5,1940,1,2,1,-9,8,8,17,"4",1,3,1,"0","0",0,0,"gml-2.1"
3704,-9,16,2,1940,25,3,1940,5,3,0,0,39,39,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
3705,-9,4,11,1939,9,4,1940,9,3,0,0,158,158,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
3706,-9,9,4,1940,9,4,1940,1,2,2,-9,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3707,-9,10,1,1940,20,3,1940,5,3,0,0,71,71,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3708,-9,9,10,1939,4,11,1939,7,3,0,0,27,27,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3709,-9,6,11,1939,27,3,1941,6,1,0,0,508,508,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3713,-9,25,7,1940,25,7,1940,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3714,-9,15,2,1945,15,2,1945,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3715,-9,7,2,1945,7,2,1945,9,4,0,0,1,1,18,"4",0,1,2,"0","0",0,0,"gml-2.1"
3717,-9,9,9,1943,13,10,1943,9,3,0,0,35,35,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
3718,-9,25,6,1940,1,7,1940,5,3,0,0,7,7,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3719,-9,6,11,1939,4,1,1940,7,3,0,0,60,60,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3720,-9,27,10,1940,27,10,1940,8,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3721,-9,7,4,1942,7,4,1942,8,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3722,-9,30,4,1943,30,4,1943,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3723,-9,8,11,1939,11,11,1939,8,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3724,-9,1,3,1940,10,6,1940,9,3,0,0,102,102,21,"5",1,1,1,"0","0",0,0,"gml-2.1"
