dispnum	version	ccode	corr.ccode	change
3414	2.1	666	NA	HIACT changed to 0 No militarized action [1]. HOSTLEV changed to 1 No militarized action.
3415	2.1	652	NA	STMON changed back to 8. STDAY changed back to 15.
3415	2.1	666	NA	STMON changed back to 8. STDAY changed back to 15.
3416	2.1	652	NA	HIACT changed to 7 Show of force [3]. HOSTLEV changed to 3 Display of force.
3417	2.1	652	NA	STMON changed to 9. STDAY changed to 25. ENDDAY changed to 18. SIDEA changed to 0.
3417	2.1	666	NA	STMON changed to 9. STDAY changed to 25. ENDDAY changed to 18. SIDEA changed to 1.
3418	2.1	652	NA	HIACT changed back to 16.
3418	2.1	666	NA	HIACT changed to 7 Show of force [3]. HOSTLEV changed to 3 Display of force.
3419	2.1	651	NA	STMON changed to 11. STDAY changed to 21.
3419	2.1	666	NA	STMON changed to 11. STDAY changed to 21.
3422	2.1	651	NA	HIACT changed to 17 Clash [4].
3422	2.1	666	NA	HIACT changed to 17 Clash [4]. HOSTLEV changed to 4 Use of force.
3427	2.1	652	NA	STYEAR changed to 1951. STMON changed to 3. STDAY changed to 25. ENDYEAR changed to 1951. ENDMON changed to 6. ENDDAY changed to 2.
3427	2.1	666	NA	STYEAR changed to 1951. STMON changed to 3. STDAY changed to 25. ENDYEAR changed to 1951. ENDMON changed to 6. ENDDAY changed to 2.
3434	2.1	652	NA	ENDMON changed to 10. ENDDAY changed to 20.
3434	2.1	666	NA	ENDMON changed to 10. ENDDAY changed to 20.
3438	2.1	652	NA	STMON changed to 8. STDAY changed to 1.
3438	2.1	666	NA	STMON changed to 8. STDAY changed to 1.
3441	2.1	652	NA	HIACT changed to 17 Clash [4].
3441	2.1	666	NA	HIACT changed to 17 Clash [4].
3447	2.1	652	NA	ENDMON changed to 12. ENDDAY changed to 19.
3447	2.1	666	NA	ENDMON changed to 12. ENDDAY changed to 19.
3448	2.1	652	NA	ENDDAY changed to 24. ORIG changed to 0.
3448	2.1	660	NA	STDAY changed to 19. ENDDAY changed to 24.
3448	2.1	666	NA	STDAY changed to 19. ENDDAY changed to 24.
3503	2.1	140	NA	STMON changed to 2. STDAY changed to 15.
3503	2.1	255	NA	STMON changed to 2. STDAY changed to 15.
3503	2.1	325	NA	STMON changed back to 8. STDAY changed back to 22. ORIG changed to 0.
3513	2.1	310	NA	ENDDAY changed to 30.
3513	2.1	355	NA	ENDDAY changed to 30.
3513	2.1	360	NA	ENDDAY changed to 30.
3514	2.1	93	NA	STDAY changed to 9.
3514	2.1	740	NA	STDAY changed to 9.
3518	2.1	94	NA	STDAY changed to 7.
3518	2.1	740	NA	STDAY changed to 7. ENDDAY changed to 7.
3519	2.1	40	NA	STDAY changed to 7.
3519	2.1	740	NA	STDAY changed to 7.
3522	2.1	90	NA	STDAY changed to 8.
3525	2.1	95	NA	STDAY changed to 8.
3525	2.1	740	NA	STDAY changed to 8. ENDDAY changed to 8.
3540	2.1	800	NA	STYEAR changed to 1984. ENDMON changed back to 6. ENDDAY changed back to 14.
3540	2.1	812	NA	STYEAR changed to 1984. ENDMON changed back to 6. ENDDAY changed back to 14.
3554	2.1	339	NA	FATALITY changed to 1 1-25 deaths. FATALPRE changed to -9. HIACT changed to 16 Attack [4]. HOSTLEV changed to 4 Use of force.
3554	2.1	345	NA	FATALITY changed to 1 1-25 deaths. FATALPRE changed to -9.
3556	2.1	344	NA	ENDYEAR changed to 1992.
3556	2.1	346	NA	ENDYEAR changed to 1992.
3557	2.1	345	NA	STMON changed back to 4. STDAY changed back to 6.
3557	2.1	346	NA	STMON changed back to 4. STDAY changed back to 6.
3559	2.1	365	NA	ENDMON changed to 8. ENDDAY changed to 3.
3559	2.1	369	NA	ENDMON changed to 8. ENDDAY changed to 3.
3563	2.1	365	NA	STDAY changed to 17.
3563	2.1	380	NA	STDAY changed to 17.
3564	2.1	371	NA	ENDMON changed back to 1. ENDDAY changed back to -9.
3564	2.1	373	NA	ENDMON changed back to 1. ENDDAY changed back to -9.
3564	2.1	630	NA	ENDMON changed back to 9. ENDDAY changed back to -9.
3568	2.1	645	NA	ENDDAY changed to 4.
3568	2.1	690	NA	ENDDAY changed to 4.
3573	2.1	820	NA	STDAY changed to 21.
3573	2.1	830	NA	STDAY changed to 21.
3574	2.1	775	NA	HIACT changed to 17 Clash [4].
3574	2.1	800	NA	HIACT changed to 17 Clash [4].
3617	2.1	630	NA	STMON changed to 4. STDAY changed to 25. ENDMON changed to 6. ENDDAY changed to 5.
3617	2.1	670	NA	STMON changed to 4. STDAY changed to 25. ENDMON changed to 6. ENDDAY changed to 5.
3625	2.1	2	NA	ORIG changed to 0.
3625	2.1	670	NA	ORIG changed to 0.
3631	2.1	483	NA	STMON changed to 6. STDAY changed to -9.
3631	2.1	620	NA	STMON changed to 6. STDAY changed to -9.
3633	2.1	220	NA	HIACT changed to 11 Fortify border [3].
3633	2.1	483	NA	HIACT changed to 17 Clash [4]. HOSTLEV changed to 4 Use of force.
3633	2.1	620	NA	HIACT changed to 17 Clash [4]. HOSTLEV changed to 4 Use of force.
3634	2.1	483	NA	FATALITY changed to 5 501-999 deaths.
3634	2.1	620	NA	FATALITY changed to 4 251-500 deaths.
3639	2.1	710	NA	STDAY changed to 1.
3639	2.1	816	NA	STDAY changed to 1.
3645	2.1	365	NA	STDAY changed back to 18.
3645	2.1	710	NA	STDAY changed back to 18.
3656	2.1	365	NA	ENDYEAR changed to 1937. ENDMON changed to 11.
3656	2.1	710	NA	ENDYEAR changed to 1937. ENDMON changed to 11.
3706	2.1	255	NA	STMON changed to 4. STDAY changed to 9.
3706	2.1	390	NA	STMON changed to 4. STDAY changed to 9.
3708	2.1	2	NA	ENDMON changed to 11. ENDDAY changed to 4.
3708	2.1	255	NA	ENDMON changed to 11. ENDDAY changed to 4.
3723	2.1	255	NA	ENDYEAR changed to 1939. ENDMON changed to 11. ENDDAY changed to 11.
3723	2.1	367	NA	ENDYEAR changed to 1939. ENDMON changed to 11. ENDDAY changed to 11.
3724	2.1	200	NA	STYEAR changed to 1940. STMON changed to 3. STDAY changed to 1.
3724	2.1	325	NA	STYEAR changed to 1940. STMON changed to 3. STDAY changed to 1.
3809	2.1	255	NA	STDAY changed to 10. ENDDAY changed to 15.
3809	2.1	366	NA	STDAY changed to 10. ENDDAY changed to 15.
3826	2.1	255	NA	STDAY changed to -9.
3826	2.1	310	NA	STDAY changed to -9.
3826	2.1	360	NA	STDAY changed to -9.
3836	2.1	200	NA	ENDMON changed to 7. ENDDAY changed to 19.
3836	2.1	230	NA	STDAY changed to 17. ENDMON changed to 7. ENDDAY changed to 19.
3860	2.1	200	NA	ENDMON changed to 3. ENDDAY changed to 31.
3860	2.1	365	NA	ENDMON changed to 3. ENDDAY changed to 31.
3863	2.1	205	NA	STDAY changed to 1.
3863	2.1	255	NA	STDAY changed to 1.
3868	2.1	255	NA	ENDMON changed to 9. ENDDAY changed to 22.
3868	2.1	355	NA	ENDMON changed to 9. ENDDAY changed to 22.
3877	2.1	70	NA	STDAY changed to 13. ENDMON changed back to 6. ENDDAY changed back to 1.
3877	2.1	255	NA	STDAY changed to 13. ENDMON changed back to 6. ENDDAY changed back to 1.
3877	2.1	325	NA	STMON changed back to 6. STDAY changed back to 1. ENDMON changed back to 6. ENDDAY changed back to 1.
3882	2.1	91	NA	ENDMON changed to 7. ENDDAY changed to 10.
3882	2.1	255	NA	ENDMON changed to 7.
3901	2.1	2	NA	HIACT changed to 17 Clash [4].
3901	2.1	95	NA	HIACT changed to 17 Clash [4].
3906	2.1	220	NA	STDAY changed to 7. HIACT changed to 7 Show of force [3]. HOSTLEV changed to 3 Display of force.
3906	2.1	581	NA	STDAY changed to 7.
3907	2.1	220	NA	ENDYEAR changed to 1989. ENDMON changed to 11. ENDDAY changed to 30.
3907	2.1	660	NA	ENDYEAR changed to 1989. ENDMON changed to 11. ENDDAY changed to 30.
3914	2.1	630	NA	STMON changed to 3. STDAY changed to 13.
3914	2.1	645	NA	STMON changed to 3. STDAY changed to 13.
3919	2.1	775	NA	HIACT changed to 17 Clash [4].
3919	2.1	800	NA	HIACT changed to 17 Clash [4].
3920	2.1	800	NA	STMON changed back to 1. STDAY changed to 20.
3920	2.1	816	NA	STMON changed back to 1. STDAY changed to 20.
3958	2.1	663	NA	STMON changed to 4. STDAY changed to 28. ENDMON changed to 2. ENDDAY changed to 1.
3958	2.1	666	NA	STMON changed to 4. STDAY changed to 28. ENDMON changed to 2. ENDDAY changed to 1.
3961	2.1	850	NA	STDAY changed to 11.
3961	2.1	910	NA	STDAY changed to 11.
3973	2.1	2	NA	HIACT changed to 17 Clash [4].
3973	2.1	630	NA	HIACT changed to 17 Clash [4].
3974	2.1	200	NA	HIACT changed to 7 Show of force [3]. HOSTLEV changed to 3 Display of force.
3978	2.1	450	NA	ENDDAY changed to 23.
3978	2.1	451	NA	ENDDAY changed to 23.
3982	2.1	645	NA	STMON changed to 5. STDAY changed to 29.
3982	2.1	690	NA	STMON changed to 5. STDAY changed to 29.
3983	2.1	710	NA	STDAY changed to 17.
3983	2.1	713	NA	STDAY changed to 17.
3984	2.1	731	NA	HIACT changed to 11 Fortify border [3].
3986	2.1	771	NA	STDAY changed to 16. ENDDAY changed to 24.
3986	2.1	775	NA	STDAY changed to 16. ENDDAY changed to 24.
3987	2.1	135	NA	HIACT changed to 7 Show of force [3].
3994	2.1	0	652	Syria (652) added to MID#3994. STYEAR changed to 1977. STMON changed to 9. STDAY changed to -9. ENDYEAR changed to 1977. ENDMON changed to 9. ENDDAY changed to -9. FATALITY changed to 0 None. FATALPRE changed to 0. HIACT changed to 7 Show of force [3]. HOSTLEV changed to 3 Display of force. REVSTATE changed to 0. SIDEA changed to 0. ORIG changed to 0.
4004	2.1	811	NA	ENDMON changed to 7. ENDDAY changed to 24.
4004	2.1	816	NA	ENDMON changed to 7. ENDDAY changed to 24.
4006	2.1	750	NA	ENDDAY changed to 21.
4006	2.1	771	NA	ENDDAY changed to 21.
4009	2.1	100	NA	STDAY changed to 8.
4009	2.1	101	NA	STDAY changed to 8.
4012	2.1	91	NA	STDAY changed to 17.
4012	2.1	93	NA	STDAY changed to 17.
4016	2.1	2	NA	STDAY changed to 18. ENDDAY changed to 18.
4016	2.1	20	NA	STDAY changed to 18. ENDMON changed to 4. ENDDAY changed to 18.
4016	2.1	41	NA	ENDDAY changed to 18.
4016	2.1	42	NA	ENDDAY changed to 18.
4016	2.1	160	NA	ENDMON changed to 4. ENDDAY changed to 18.
4016	2.1	200	NA	ENDDAY changed to 18.
4016	2.1	210	NA	ENDMON changed to 4. ENDDAY changed to 20.
4016	2.1	220	NA	ENDMON changed to 4. ENDDAY changed to 18.
4029	2.1	710	NA	ENDMON changed back to 8. ENDDAY changed back to -9.
4029	2.1	816	NA	ENDMON changed back to 8. ENDDAY changed back to -9.
4038	2.1	352	NA	STDAY changed back to 22. ENDDAY changed back to 11.
4038	2.1	640	NA	STDAY changed back to 22. ENDDAY changed back to 11.
4042	2.1	365	NA	ENDDAY changed to 27.
4042	2.1	740	NA	ENDDAY changed to 27.
4045	2.1	339	NA	STDAY changed to -9. ENDDAY changed to -9.
4045	2.1	345	NA	STDAY changed to -9. ENDDAY changed to -9.
4052	2.1	365	NA	ENDDAY changed to 10.
4052	2.1	710	NA	ENDDAY changed to 10.
4064	2.1	2	NA	ENDDAY changed to 23.
4064	2.1	710	NA	ENDDAY changed to 23.
4064	2.1	713	NA	ENDDAY changed to 23.
4071	2.1	490	NA	STDAY changed back to 23. ENDMON changed to 10. ENDDAY changed to 23.
4071	2.1	540	NA	STDAY changed back to 23. ENDMON changed to 10. ENDDAY changed to 23.
4075	2.1	910	NA	ENDMON changed to 5. ENDDAY changed to 1.
4075	2.1	940	NA	ENDMON changed to 5. ENDDAY changed to 1.
4079	2.1	530	NA	ENDMON changed to 3. ENDDAY changed to 25.
4079	2.1	625	NA	ENDMON changed to 3. ENDDAY changed to 25.
4083	2.1	500	NA	STDAY changed to 14. ENDDAY changed to 29.
4083	2.1	501	NA	STDAY changed to 14. ENDDAY changed to 29.
4090	2.1	339	NA	STMON changed to 8. STDAY changed to 11.
4090	2.1	350	NA	STMON changed to 8. STDAY changed to 11.
4097	2.1	339	NA	HIACT changed back to 17. HOSTLEV changed back to 4.
4097	2.1	343	NA	HIACT changed back to 17.
4098	2.1	365	NA	SIDEA changed to 0.
4098	2.1	369	NA	SIDEA changed to 1.
4100	2.1	344	NA	ENDMON changed to 11. ENDDAY changed to 12.
4100	2.1	345	NA	ENDMON changed to 11. ENDDAY changed to 12. HIACT changed to 10 Mobilization [3].
4128	2.1	710	NA	STDAY changed to 4.
4128	2.1	840	NA	STDAY changed to 4.
4151	2.1	80	NA	ENDDAY changed back to -9.
4151	2.1	90	NA	ENDDAY changed back to -9.
4160	2.1	630	NA	STDAY changed to 8.
4160	2.1	700	NA	STDAY changed to 8.
4174	2.1	2	NA	ENDYEAR changed to 1997. ENDMON changed to 8. ENDDAY changed to 18.
4174	2.1	365	NA	ENDYEAR changed to 1997. ENDMON changed to 8. ENDDAY changed to 18.
4221	2.1	365	NA	ENDDAY changed to 11.
4221	2.1	640	NA	ENDDAY changed to 11.
4257	2.1	438	NA	STDAY changed to 10.
4257	2.1	450	NA	STDAY changed to 10.
4258	2.1	530	NA	ENDMON changed to 6. ENDDAY changed to 18.
4258	2.1	531	NA	ENDMON changed to 6. ENDDAY changed to 18.
4269	2.1	2	NA	ENDMON changed to 9. ENDDAY changed to -9.
4269	2.1	645	NA	ENDMON changed to 9. ENDDAY changed to -9.
4269	2.1	690	NA	ENDMON changed to 9. ENDDAY changed to -9.
4272	2.1	645	NA	STDAY changed to 19.
4272	2.1	690	NA	STDAY changed to 19.
4273	2.1	200	NA	STDAY changed to 14.
4273	2.1	670	NA	STYEAR changed to 1999. STMON changed to 2. STDAY changed to 15.
4273	2.1	696	NA	STYEAR changed to 1999. STMON changed to 10. STDAY changed to 22.
4287	2.1	625	NA	STDAY changed to 19.
4287	2.1	651	NA	STDAY changed to 19.
4291	2.1	640	NA	ENDMON changed to 10. ENDDAY changed to 20.
4291	2.1	652	NA	ENDMON changed to 10. ENDDAY changed to 20.
4303	2.1	540	NA	ENDMON changed to 11. ENDDAY changed to 21.
4303	2.1	551	NA	ENDMON changed to 11. ENDDAY changed to 21.
4320	2.1	350	NA	STYEAR changed back to 2001.
4320	2.1	640	NA	STYEAR changed back to 2001.
4325	2.1	640	NA	ENDMON changed to 3. ENDDAY changed to 22.
4325	2.1	645	NA	ENDMON changed to 3. ENDDAY changed to 22.
4335	2.1	0	2	SIDEA changed to 0.
4335	2.1	0	395	SIDEA changed to 0.
4335	2.1	365	NA	SIDEA changed to 1.
4335	2.1	385	NA	SIDEA changed to 0.
4341	2.1	344	NA	ENDDAY changed to 1.
4341	2.1	346	NA	ENDDAY changed to 1.
4345	2.1	520	NA	HOSTLEV changed to 1 No militarized action.
4349	2.1	625	NA	FATALITY changed to 4 251-500 deaths.
4350	2.1	500	NA	FATALITY changed to 0 None. FATALPRE changed to 0.
4356	2.1	490	NA	STMON changed to 8. STDAY changed to -9.
4356	2.1	500	NA	STDAY changed to -9. ORIG changed to 0.
4356	2.1	517	NA	STMON changed to 8. STDAY changed to -9.
4358	2.1	437	NA	STDAY changed to 14.
4358	2.1	450	NA	STDAY changed to 14.
4361	2.1	615	NA	HIACT changed to 7 Show of force [3].
4364	2.1	432	NA	HIACT changed to 7 Show of force [3].
4368	2.1	551	NA	HIACT changed to 7 Show of force [3].
4369	2.1	501	NA	STDAY changed to 12. ENDDAY changed to 12.
4369	2.1	530	NA	STDAY changed to 12. ENDDAY changed to 12.
4371	2.1	2	0	United States of America (2) dropped from MID#4371.
4374	2.1	501	NA	FATALITY changed to 1 1-25 deaths. FATALPRE changed to 1.
4381	2.1	500	NA	HIACT changed to 3 Threat to occupy territory [2].
4386	2.1	490	NA	STDAY changed to 27. ENDDAY changed to 27.
4386	2.1	500	NA	STDAY changed to 27. ENDDAY changed to 27.
4387	2.1	520	NA	STDAY changed to 17.
4387	2.1	530	NA	STDAY changed to 17.
4390	2.1	483	NA	STDAY changed to -9.
4390	2.1	625	NA	STDAY changed to -9.
4391	2.1	501	NA	STDAY changed to 9. ENDDAY changed to 9. HIACT changed to 8 Alert [3].
4391	2.1	520	NA	STDAY changed to 9. ENDDAY changed to 9.
4399	2.1	625	NA	FATALITY changed to 1 1-25 deaths. FATALPRE changed to 1.
4401	2.1	520	NA	ENDDAY changed to -9.
4401	2.1	530	NA	ENDDAY changed to -9.
4403	2.1	483	NA	FATALITY changed to 0 None. FATALPRE changed to 0.
4404	2.1	501	NA	ENDDAY changed to 12.
4404	2.1	520	NA	ENDDAY changed to 12.
4408	2.1	500	NA	FATALITY changed to 0 None. FATALPRE changed to 0.
4417	2.1	365	NA	STDAY changed to 25. ENDDAY changed to 25.
4417	2.1	390	NA	STDAY changed to 25. ENDDAY changed to 25.
4419	2.1	359	NA	HIACT changed to 11 Fortify border [3]. HOSTLEV changed to 3 Display of force.
4420	2.1	365	NA	STDAY changed to 27. ENDDAY changed to 27.
4420	2.1	372	NA	STDAY changed to 27. ENDDAY changed to 27.
4427	2.1	702	NA	STMON changed to 11. STDAY changed to 2.
4427	2.1	704	NA	STMON changed to 11. STDAY changed to 2.
4428	2.1	703	NA	STDAY changed to 21. ENDDAY changed to 21.
4428	2.1	704	NA	STDAY changed to 21. ENDDAY changed to 21.
4431	2.1	350	NA	ENDMON changed to 9. ENDDAY changed to 21.
4431	2.1	640	NA	ENDMON changed to 9. ENDDAY changed to 21.
4435	2.1	350	NA	STDAY changed to 26.
4435	2.1	640	NA	STDAY changed to 26.
4437	2.1	365	NA	STDAY changed to 26.
4437	2.1	375	NA	STDAY changed to 26.
4438	2.1	365	NA	STDAY changed to -9. ENDDAY changed to -9.
4438	2.1	369	NA	STDAY changed to -9. ENDDAY changed to -9.
4441	2.1	369	NA	HIACT changed to 7 Show of force [3].
4444	2.1	710	NA	STMON changed to 10. STDAY changed to 12.
4444	2.1	713	NA	STMON changed to 10. STDAY changed to 12.
4449	2.1	731	NA	ENDDAY changed to 5.
4449	2.1	740	NA	ENDDAY changed to 5.
4455	2.1	0	732	South Korea (732) added to MID#4455. STYEAR changed to 2003. STMON changed to 2. STDAY changed to 27. ENDYEAR changed to 2003. ENDMON changed to 2. ENDDAY changed to 27.
4455	2.1	2	NA	STDAY changed to 27.
4455	2.1	731	NA	STDAY changed to 27.
4456	2.1	731	NA	STMON changed to 6. STDAY changed to 10.
4456	2.1	740	NA	STMON changed to 6. STDAY changed to 10.
4457	2.1	740	NA	HIACT changed to 16 Attack [4].
4465	2.1	2	NA	STMON changed to 11. STDAY changed to -9. ENDMON changed to 11. ENDDAY changed to -9.
4465	2.1	731	NA	STMON changed to 11. STDAY changed to -9. ENDMON changed to 11. ENDDAY changed to -9.
4466	2.1	710	NA	STDAY changed to -9. ENDDAY changed to -9.
4466	2.1	731	NA	STDAY changed to -9. ENDDAY changed to -9.
4467	2.1	710	NA	HIACT changed to 7 Show of force [3].
4470	2.1	713	NA	STDAY changed to 18.
4470	2.1	740	NA	STDAY changed to 18.
4483	2.1	731	NA	ENDDAY changed to 26.
4483	2.1	732	NA	ENDDAY changed to 26.
4484	2.1	365	NA	STDAY changed to 29.
4484	2.1	740	NA	STDAY changed to 29.
4486	2.1	2	NA	STDAY changed to 8.
4486	2.1	710	NA	STDAY changed to 8.
4494	2.1	160	NA	STMON changed to 6. STDAY changed to 13.
4494	2.1	365	NA	STMON changed to 6. STDAY changed to 13.
4497	2.1	41	NA	ENDDAY changed to 26.
4497	2.1	42	NA	ENDDAY changed to 26.
4502	2.1	100	NA	HIACT changed to 16 Attack [4]. HOSTLEV changed to 4 Use of force.
4512	2.1	2	NA	STDAY changed to 21.
4512	2.1	630	NA	STDAY changed to 21.
4522	2.1	630	NA	STDAY changed to 10. ENDDAY changed to 13.
4522	2.1	694	NA	STDAY changed to 10. ENDDAY changed to 13.
4526	2.1	651	NA	FATALITY changed to 1 1-25 deaths. FATALPRE changed to 3.
4528	2.1	640	NA	STDAY changed to -9. ENDDAY changed to -9.
4528	2.1	645	NA	STDAY changed to -9. ENDDAY changed to -9.
4542	2.1	220	NA	STDAY changed to 27. ENDDAY changed to 27.
4542	2.1	666	NA	STDAY changed to 27. ENDDAY changed to 27.
4545	2.1	666	NA	FATALITY changed to 1 1-25 deaths. FATALPRE changed to 1.
4551	2.1	20	NA	STDAY changed to 13.
4551	2.1	390	NA	STDAY changed to 13.
4552	2.1	2	NA	STMON changed to 6. STDAY changed to 26.
4552	2.1	700	NA	STMON changed to 3. STDAY changed to 4.
4552	2.1	770	NA	STMON changed to 3. STDAY changed to 4.
4553	2.1	775	NA	STDAY changed to -9.
4553	2.1	800	NA	STDAY changed to -9.
4555	2.1	750	NA	STMON changed to 9.
4555	2.1	771	NA	STMON changed to 9.
4559	2.1	800	NA	HIACT changed to 0 No militarized action [1].
4567	2.1	820	NA	ENDDAY changed to 27.
4567	2.1	850	NA	ENDDAY changed to 27.
4577	2.1	2	NA	ENDMON changed to 1. ENDDAY changed to 22.
4577	2.1	770	NA	ENDMON changed to 1. ENDDAY changed to 22.
4578	2.1	630	NA	ENDDAY changed to 7.
4578	2.1	700	NA	ENDDAY changed to 7.
4581	2.1	2	NA	STMON changed to 6. STDAY changed to 22. ENDYEAR changed to 2008. ENDMON changed to 10. ENDDAY changed to 29.
4581	2.1	770	NA	STMON changed to 6. STDAY changed to 22. ENDYEAR changed to 2008. ENDMON changed to 10. ENDDAY changed to 29.
4582	2.1	750	NA	STMON changed to 1. STDAY changed to 31.
4582	2.1	771	NA	STMON changed to 1. STDAY changed to 31.
4598	2.1	2	NA	STDAY changed to 30. ENDMON changed to 9. ENDDAY changed to 30.
4598	2.1	770	NA	STDAY changed to 30. ENDMON changed to 9. ENDDAY changed to 30.
